Wormbase_ID,C_gene,H_gene,NIH_ID
WBGene00004319,rbr-2,KDM5B,ENSG00000117139
WBGene00004319,rbr-2,KDM5D,ENSG00000012817
WBGene00004319,rbr-2,KDM5A,ENSG00000073614
WBGene00004319,rbr-2,KDM5C,ENSG00000126012
WBGene00004319,rbr-2,JARID2,ENSG00000008083
WBGene00004320,rbx-1,RBX1,ENSG00000100387
WBGene00004321,rcan-1,RCAN1,ENSG00000159200
WBGene00004321,rcan-1,RCAN3,ENSG00000117602
WBGene00004321,rcan-1,RCAN2,ENSG00000172348
WBGene00004322,rcq-5,RECQL5,ENSG00000108469
WBGene00004322,rcq-5,BLM,ENSG00000197299
WBGene00004322,rcq-5,WRN,ENSG00000165392
WBGene00004322,rcq-5,RECQL,ENSG00000004700
WBGene00004335,ref-2,ZIC2,ENSG00000043355
WBGene00004335,ref-2,ZIC1,ENSG00000152977
WBGene00004335,ref-2,ZIC3,ENSG00000156925
WBGene00004335,ref-2,ZIC5,ENSG00000139800
WBGene00004335,ref-2,ZIC4,ENSG00000174963
WBGene00004336,ret-1,RTN1,ENSG00000139970
WBGene00004336,ret-1,RTN4,ENSG00000115310
WBGene00004336,ret-1,RTN3,ENSG00000133318
WBGene00004336,ret-1,RTN2,ENSG00000125744
WBGene00004336,ret-1,BDP1,ENSG00000273873
WBGene00004336,ret-1,BDP1,ENSG00000274803
WBGene00004337,rfc-1,RFC1,ENSG00000035928
WBGene00004338,rfc-2,RFC2,ENSG00000049541
WBGene00004339,rfc-3,RFC3,ENSG00000133119
WBGene00004340,rfc-4,RFC4,ENSG00000163918
WBGene00004341,rfl-1,UBA3,ENSG00000144744
WBGene00004343,rgr-1,MED14,ENSG00000180182
WBGene00004344,rgs-1,RGS20,ENSG00000147509
WBGene00004344,rgs-1,RGS17,ENSG00000091844
WBGene00004344,rgs-1,RGS19,ENSG00000171700
WBGene00004344,rgs-1,RGS1,ENSG00000090104
WBGene00004344,rgs-1,RGS2,ENSG00000116741
WBGene00004344,rgs-1,RGS4,ENSG00000117152
WBGene00004344,rgs-1,RGS13,ENSG00000127074
WBGene00004344,rgs-1,RGS8,ENSG00000135824
WBGene00004344,rgs-1,RGS3,ENSG00000138835
WBGene00004344,rgs-1,RGS5,ENSG00000143248
WBGene00004344,rgs-1,RGS16,ENSG00000143333
WBGene00004344,rgs-1,RGS18,ENSG00000150681
WBGene00004344,rgs-1,RGS21,ENSG00000253148
WBGene00004345,rgs-2,RGS20,ENSG00000147509
WBGene00004345,rgs-2,RGS17,ENSG00000091844
WBGene00004345,rgs-2,RGS19,ENSG00000171700
WBGene00004345,rgs-2,RGS1,ENSG00000090104
WBGene00004345,rgs-2,RGS2,ENSG00000116741
WBGene00004345,rgs-2,RGS4,ENSG00000117152
WBGene00004345,rgs-2,RGS13,ENSG00000127074
WBGene00004345,rgs-2,RGS8,ENSG00000135824
WBGene00004345,rgs-2,RGS3,ENSG00000138835
WBGene00004345,rgs-2,RGS5,ENSG00000143248
WBGene00004345,rgs-2,RGS16,ENSG00000143333
WBGene00004345,rgs-2,RGS18,ENSG00000150681
WBGene00004345,rgs-2,RGS21,ENSG00000253148
WBGene00004348,rgs-5,AKAP10,ENSG00000108599
WBGene00004355,rha-1,DHX9,ENSG00000135829
WBGene00004355,rha-1,DHX29,ENSG00000067248
WBGene00004355,rha-1,DHX57,ENSG00000163214
WBGene00004355,rha-1,DHX36,ENSG00000174953
WBGene00004356,rhi-1,ARHGDIA,ENSG00000141522
WBGene00004356,rhi-1,ARHGDIB,ENSG00000111348
WBGene00004356,rhi-1,ARHGDIG,ENSG00000242173
WBGene00004357,rho-1,RHOA,ENSG00000067560
WBGene00004357,rho-1,RHOC,ENSG00000155366
WBGene00004357,rho-1,RHOB,ENSG00000143878
WBGene00004358,rhr-1,RHAG,ENSG00000112077
WBGene00004358,rhr-1,RHBG,ENSG00000132677
WBGene00004358,rhr-1,RHCG,ENSG00000140519
WBGene00004358,rhr-1,RHD,ENSG00000187010
WBGene00004358,rhr-1,RHCE,ENSG00000188672
WBGene00004359,rhr-2,RHBG,ENSG00000132677
WBGene00004359,rhr-2,RHCG,ENSG00000140519
WBGene00004359,rhr-2,RHAG,ENSG00000112077
WBGene00004359,rhr-2,RHD,ENSG00000187010
WBGene00004359,rhr-2,RHCE,ENSG00000188672
WBGene00004360,rib-1,EXT1,ENSG00000182197
WBGene00004360,rib-1,EXTL1,ENSG00000158008
WBGene00004360,rib-1,EXT2,ENSG00000151348
WBGene00004361,rib-2,EXTL3,ENSG00000012232
WBGene00004364,ric-4,SNAP25,ENSG00000132639
WBGene00004364,ric-4,SNAP23,ENSG00000092531
WBGene00004367,ric-8,RIC8B,ENSG00000111785
WBGene00004367,ric-8,RIC8A,ENSG00000177963
WBGene00004368,ric-19,ICA1L,ENSG00000163596
WBGene00004368,ric-19,ICA1,ENSG00000003147
WBGene00004371,rig-4,SDK2,ENSG00000069188
WBGene00004371,rig-4,SDK1,ENSG00000146555
WBGene00004371,rig-4,CNTN1,ENSG00000018236
WBGene00004371,rig-4,CNTN2,ENSG00000184144
WBGene00004372,rig-5,NTM,ENSG00000182667
WBGene00004372,rig-5,IGLON5,ENSG00000142549
WBGene00004372,rig-5,NEGR1,ENSG00000172260
WBGene00004372,rig-5,OPCML,ENSG00000183715
WBGene00004372,rig-5,LSAMP,ENSG00000185565
WBGene00004372,rig-5,CADM2,ENSG00000175161
WBGene00004373,rme-1,EHD1,ENSG00000110047
WBGene00004373,rme-1,EHD3,ENSG00000013016
WBGene00004373,rme-1,EHD4,ENSG00000103966
WBGene00004373,rme-1,EHD2,ENSG00000024422
WBGene00004375,rme-4,DENND1A,ENSG00000119522
WBGene00004375,rme-4,DENND1C,ENSG00000205744
WBGene00004375,rme-4,DENND1B,ENSG00000213047
WBGene00004377,rme-6,GAPVD1,ENSG00000165219
WBGene00004378,rme-8,DNAJC13,ENSG00000138246
WBGene00004381,rnf-5,RNF185,ENSG00000138942
WBGene00004381,rnf-5,RNF5,ENSG00000204308
WBGene00004381,rnf-5,RNF5,ENSG00000183574
WBGene00004381,rnf-5,RNF5,ENSG00000223767
WBGene00004381,rnf-5,RNF5,ENSG00000225452
WBGene00004381,rnf-5,RNF5,ENSG00000227277
WBGene00004381,rnf-5,RNF5,ENSG00000228405
WBGene00004381,rnf-5,RNF5,ENSG00000228907
WBGene00004382,rnh-1.0,RNASEH1,ENSG00000171865
WBGene00004383,rnh-2,RNASEH2A,ENSG00000104889
WBGene00004384,rnp-1,RBM4B,ENSG00000173914
WBGene00004384,rnp-1,RBM4,ENSG00000173933
WBGene00004384,rnp-1,RBM14,ENSG00000239306
WBGene00004384,rnp-1,RBM14-RBM4,ENSG00000248643
WBGene00004385,rnp-2,SNRPA,ENSG00000077312
WBGene00004385,rnp-2,SNRPB2,ENSG00000125870
WBGene00004386,rnp-3,SNRPA,ENSG00000077312
WBGene00004386,rnp-3,SNRPB2,ENSG00000125870
WBGene00004387,rnp-4,RBM8A,ENSG00000265241
WBGene00004388,rnp-5,RNPS1,ENSG00000205937
WBGene00004389,rnp-6,PUF60,ENSG00000179950
WBGene00004389,rnp-6,PUF60,ENSG00000274081
WBGene00004390,rnp-7,SNRNP70,ENSG00000104852
WBGene00004390,rnp-7,SNRNP35,ENSG00000184209
WBGene00004391,rnr-1,RRM1,ENSG00000167325
WBGene00004392,rnr-2,RRM2,ENSG00000171848
WBGene00004392,rnr-2,RRM2B,ENSG00000048392
WBGene00004393,rnt-1,RUNX2,ENSG00000124813
WBGene00004393,rnt-1,RUNX3,ENSG00000020633
WBGene00004393,rnt-1,RUNX1,ENSG00000159216
WBGene00004395,rol-3,ROS1,ENSG00000047936
WBGene00004395,rol-3,LMTK3,ENSG00000142235
WBGene00004395,rol-3,LMTK2,ENSG00000164715
WBGene00004395,rol-3,AATK,ENSG00000181409
WBGene00004400,rom-1,RHBDL3,ENSG00000141314
WBGene00004400,rom-1,RHBDL1,ENSG00000103269
WBGene00004400,rom-1,RHBDL2,ENSG00000158315
WBGene00004401,rom-2,RHBDL3,ENSG00000141314
WBGene00004401,rom-2,RHBDL1,ENSG00000103269
WBGene00004401,rom-2,RHBDL2,ENSG00000158315
WBGene00004402,rom-3,RHBDF2,ENSG00000129667
WBGene00004402,rom-3,RHBDF1,ENSG00000007384
WBGene00004403,rom-4,RHBDF2,ENSG00000129667
WBGene00004403,rom-4,RHBDF1,ENSG00000007384
WBGene00004404,rom-5,PARL,ENSG00000175193
WBGene00004408,rla-0,RPLP0,ENSG00000089157
WBGene00004409,rla-1,RPLP1,ENSG00000137818
WBGene00004410,rla-2,RPLP2,ENSG00000177600
WBGene00004411,rpc-1,POLR3A,ENSG00000148606
WBGene00004411,rpc-1,POLR2A,ENSG00000181222
WBGene00004412,rpl-1,RPL10A,ENSG00000198755
WBGene00004413,rpl-2,RPL8,ENSG00000161016
WBGene00004413,rpl-2,MRPL2,ENSG00000112651
WBGene00004414,rpl-3,RPL3,ENSG00000100316
WBGene00004414,rpl-3,RPL3L,ENSG00000140986
WBGene00004415,rpl-4,RPL4,ENSG00000174444
WBGene00004416,rpl-5,RPL5,ENSG00000122406
WBGene00004417,rpl-6,RPL6,ENSG00000089009
WBGene00004418,rpl-7,RPL7,ENSG00000147604
WBGene00004418,rpl-7,RPL7L1,ENSG00000146223
WBGene00004419,rpl-7A,RPL7A,ENSG00000148303
WBGene00004419,rpl-7A,RPL7A,ENSG00000280858
WBGene00004420,rpl-9,RPL9,ENSG00000163682
WBGene00004421,rpl-10,RPL10L,ENSG00000165496
WBGene00004421,rpl-10,RPL10,ENSG00000147403
WBGene00004422,rpl-11.1,RPL11,ENSG00000142676
WBGene00004423,rpl-11.2,RPL11,ENSG00000142676
WBGene00004424,rpl-12,RPL12,ENSG00000197958
WBGene00004425,rpl-13,RPL13,ENSG00000167526
WBGene00004426,rpl-14,RPL14,ENSG00000188846
WBGene00004427,rpl-15,RPL15,ENSG00000174748
WBGene00004428,rpl-16,RPL13A,ENSG00000142541
WBGene00004429,rpl-17,RPL17,ENSG00000265681
WBGene00004429,rpl-17,RPL17-C18orf32,ENSG00000215472
WBGene00004430,rpl-18,RPL18,ENSG00000063177
WBGene00004431,rpl-19,RPL19,ENSG00000108298
WBGene00004432,rpl-20,RPL18A,ENSG00000105640
WBGene00004433,rpl-21,RPL21,ENSG00000122026
WBGene00004434,rpl-22,RPL22,ENSG00000116251
WBGene00004434,rpl-22,RPL22L1,ENSG00000163584
WBGene00004435,rpl-23,RPL23,ENSG00000125691
WBGene00004436,rpl-24.1,RPL24,ENSG00000114391
WBGene00004437,rpl-24.2,RSL24D1,ENSG00000137876
WBGene00004438,rpl-25.1,RPL23A,ENSG00000198242
WBGene00004439,rpl-25.2,RPL23A,ENSG00000198242
WBGene00004440,rpl-26,RPL26,ENSG00000161970
WBGene00004440,rpl-26,RPL26L1,ENSG00000037241
WBGene00004441,rpl-27,RPL27,ENSG00000131469
WBGene00004442,rpl-28,RPL28,ENSG00000108107
WBGene00004443,rpl-29,RPL29,ENSG00000162244
WBGene00004444,rpl-30,RPL30,ENSG00000156482
WBGene00004445,rpl-31,RPL31,ENSG00000071082
WBGene00004446,rpl-32,RPL32,ENSG00000144713
WBGene00004447,rpl-33,RPL35A,ENSG00000182899
WBGene00004448,rpl-34,RPL34,ENSG00000109475
WBGene00004449,rpl-35,RPL35,ENSG00000136942
WBGene00004450,rpl-36,RPL36,ENSG00000130255
WBGene00004451,rpl-37,RPL37,ENSG00000145592
WBGene00004452,rpl-38,RPL38,ENSG00000172809
WBGene00004453,rpl-39,RPL39,ENSG00000198918
WBGene00004453,rpl-39,RPL39L,ENSG00000163923
WBGene00004454,rpl-36.A,RPL36A,ENSG00000241343
WBGene00004454,rpl-36.A,RPL36AL,ENSG00000165502
WBGene00004454,rpl-36.A,RPL36A-HNRNPH2,ENSG00000257529
WBGene00004456,rpl-43,RPL37A,ENSG00000197756
WBGene00004457,rpm-1,MYCBP2,ENSG00000005810
WBGene00004458,rpn-1,PSMD2,ENSG00000175166
WBGene00004459,rpn-2,PSMD1,ENSG00000173692
WBGene00004460,rpn-3,PSMD3,ENSG00000108344
WBGene00004461,rpn-5,PSMD12,ENSG00000197170
WBGene00004462,rpn-6.1,PSMD11,ENSG00000108671
WBGene00004463,rpn-7,PSMD6,ENSG00000163636
WBGene00004464,rpn-8,PSMD7,ENSG00000103035
WBGene00004465,rpn-9,PSMD13,ENSG00000185627
WBGene00004466,rpn-10,PSMD4,ENSG00000159352
WBGene00004467,rpn-11,PSMD14,ENSG00000115233
WBGene00004468,rpn-12,PSMD8,ENSG00000099341
WBGene00004469,rps-0,RPSA,ENSG00000168028
WBGene00004470,rps-1,RPS3A,ENSG00000145425
WBGene00004471,rps-2,RPS2,ENSG00000140988
WBGene00004472,rps-3,RPS3,ENSG00000149273
WBGene00004473,rps-4,RPS4X,ENSG00000198034
WBGene00004473,rps-4,RPS4Y1,ENSG00000129824
WBGene00004473,rps-4,RPS4Y2,ENSG00000280969
WBGene00004474,rps-5,RPS5,ENSG00000083845
WBGene00004475,rps-6,RPS6,ENSG00000137154
WBGene00004476,rps-7,RPS7,ENSG00000171863
WBGene00004477,rps-8,RPS8,ENSG00000142937
WBGene00004478,rps-9,RPS9,ENSG00000170889
WBGene00004478,rps-9,RPS9,ENSG00000278270
WBGene00004478,rps-9,RPS9,ENSG00000274646
WBGene00004478,rps-9,RPS9,ENSG00000274950
WBGene00004479,rps-10,RPS10,ENSG00000124614
WBGene00004479,rps-10,RPS10-NUDT3,ENSG00000270800
WBGene00004480,rps-11,RPS11,ENSG00000142534
WBGene00004481,rps-12,RPS12,ENSG00000112306
WBGene00004482,rps-13,RPS13,ENSG00000110700
WBGene00004483,rps-14,RPS14,ENSG00000164587
WBGene00004483,rps-14,MRPS11,ENSG00000181991
WBGene00004484,rps-15,RPS15,ENSG00000115268
WBGene00004485,rps-16,RPS16,ENSG00000105193
WBGene00004486,rps-17,RPS17,ENSG00000182774
WBGene00004486,rps-17,RPS17,ENSG00000278229
WBGene00004487,rps-18,RPS18,ENSG00000231500
WBGene00004487,rps-18,RPS18,ENSG00000096150
WBGene00004487,rps-18,RPS18,ENSG00000223367
WBGene00004487,rps-18,RPS18,ENSG00000226225
WBGene00004487,rps-18,RPS18,ENSG00000235650
WBGene00004488,rps-19,RPS19,ENSG00000105372
WBGene00004489,rps-20,RPS20,ENSG00000008988
WBGene00004490,rps-21,RPS21,ENSG00000171858
WBGene00004491,rps-22,RPS15A,ENSG00000134419
WBGene00004492,rps-23,RPS23,ENSG00000186468
WBGene00004493,rps-24,RPS24,ENSG00000138326
WBGene00004494,rps-25,RPS25,ENSG00000118181
WBGene00004494,rps-25,RPS25,ENSG00000280831
WBGene00004495,rps-26,RPS26,ENSG00000197728
WBGene00004496,rps-27,RPS27,ENSG00000177954
WBGene00004496,rps-27,RPS27L,ENSG00000185088
WBGene00004497,rps-28,RPS28,ENSG00000233927
WBGene00004498,rps-29,RPS29,ENSG00000213741
WBGene00004499,rps-30,FAU,ENSG00000149806
WBGene00004501,rpt-1,PSMC2,ENSG00000161057
WBGene00004502,rpt-2,PSMC1,ENSG00000100764
WBGene00004503,rpt-3,PSMC4,ENSG00000013275
WBGene00004503,rpt-3,PSMC4,ENSG00000281221
WBGene00004504,rpt-4,PSMC6,ENSG00000100519
WBGene00004505,rpt-5,PSMC3,ENSG00000165916
WBGene00004506,rpt-6,PSMC5,ENSG00000087191
WBGene00004507,rpy-1,RAPSN,ENSG00000165917
WBGene00004680,rars-2,RARS2,ENSG00000146282
WBGene00004680,rars-2,RARS,ENSG00000113643
WBGene00004682,rsd-3,CLINT1,ENSG00000113282
WBGene00004698,rsp-1,SRSF6,ENSG00000124193
WBGene00004698,rsp-1,SRSF4,ENSG00000116350
WBGene00004698,rsp-1,SRSF5,ENSG00000100650
WBGene00004699,rsp-2,SRSF5,ENSG00000100650
WBGene00004699,rsp-2,SRSF4,ENSG00000116350
WBGene00004699,rsp-2,SRSF6,ENSG00000124193
WBGene00004700,rsp-3,SRSF1,ENSG00000136450
WBGene00004700,rsp-3,SRSF9,ENSG00000111786
WBGene00004701,rsp-4,SRSF2,ENSG00000161547
WBGene00004701,rsp-4,SRSF10,ENSG00000188529
WBGene00004701,rsp-4,SRSF8,ENSG00000263465
WBGene00004701,rsp-4,SRSF12,ENSG00000154548
WBGene00004703,rsp-6,SRSF7,ENSG00000115875
WBGene00004703,rsp-6,SRSF3,ENSG00000112081
WBGene00004704,rsp-7,SREK1,ENSG00000153914
WBGene00004704,rsp-7,SRSF11,ENSG00000116754
WBGene00004705,rsp-8,TRA2A,ENSG00000164548
WBGene00004705,rsp-8,TRA2B,ENSG00000136527
WBGene00004705,rsp-8,CIRBP,ENSG00000099622
WBGene00004705,rsp-8,RBM3,ENSG00000102317
WBGene00004705,rsp-8,RBMX,ENSG00000147274
WBGene00004705,rsp-8,RBMY1F,ENSG00000169800
WBGene00004705,rsp-8,RBMXL2,ENSG00000170748
WBGene00004705,rsp-8,RBMXL3,ENSG00000175718
WBGene00004705,rsp-8,RBMXL1,ENSG00000213516
WBGene00004705,rsp-8,RBMY1J,ENSG00000226941
WBGene00004705,rsp-8,RBMY1A1,ENSG00000234414
WBGene00004705,rsp-8,RBMY1E,ENSG00000242389
WBGene00004705,rsp-8,RBMY1B,ENSG00000242875
WBGene00004705,rsp-8,RBMY1D,ENSG00000244395
WBGene00004706,rsr-1,SRRM1,ENSG00000133226
WBGene00004719,sad-1,BRSK2,ENSG00000174672
WBGene00004719,sad-1,BRSK1,ENSG00000160469
WBGene00004719,sad-1,PRKAA1,ENSG00000132356
WBGene00004719,sad-1,PRKAA2,ENSG00000162409
WBGene00004723,sap-49,SF3B4,ENSG00000143368
WBGene00004727,sax-1,STK38L,ENSG00000211455
WBGene00004727,sax-1,STK38,ENSG00000112079
WBGene00004727,sax-1,LATS1,ENSG00000131023
WBGene00004727,sax-1,LATS2,ENSG00000150457
WBGene00004728,sax-2,FRYL,ENSG00000075539
WBGene00004728,sax-2,FRY,ENSG00000073910
WBGene00004729,sax-3,ROBO1,ENSG00000169855
WBGene00004729,sax-3,ROBO3,ENSG00000154134
WBGene00004729,sax-3,ROBO2,ENSG00000185008
WBGene00004729,sax-3,ROBO4,ENSG00000154133
WBGene00004732,sax-7,NRCAM,ENSG00000091129
WBGene00004732,sax-7,NFASC,ENSG00000163531
WBGene00004732,sax-7,CHL1,ENSG00000134121
WBGene00004732,sax-7,L1CAM,ENSG00000198910
WBGene00004735,sbp-1,SREBF1,ENSG00000072310
WBGene00004735,sbp-1,SREBF2,ENSG00000198911
WBGene00004736,sca-1,ATP2A1,ENSG00000196296
WBGene00004736,sca-1,ATP2A3,ENSG00000074370
WBGene00004736,sca-1,ATP2A2,ENSG00000174437
WBGene00004736,sca-1,ATP2C1,ENSG00000017260
WBGene00004736,sca-1,ATP2C2,ENSG00000064270
WBGene00004737,scc-1,RAD21,ENSG00000164754
WBGene00004737,scc-1,RAD21L1,ENSG00000244588
WBGene00004738,scc-3,STAG2,ENSG00000101972
WBGene00004738,scc-3,STAG3,ENSG00000066923
WBGene00004738,scc-3,STAG1,ENSG00000118007
WBGene00004740,scd-2,LTK,ENSG00000062524
WBGene00004740,scd-2,ALK,ENSG00000171094
WBGene00004742,scl-1,PI16,ENSG00000164530
WBGene00004742,scl-1,GLIPR1L1,ENSG00000173401
WBGene00004742,scl-1,CRISP3,ENSG00000096006
WBGene00004742,scl-1,GLIPR1,ENSG00000139278
WBGene00004742,scl-1,R3HDML,ENSG00000101074
WBGene00004742,scl-1,CRISPLD2,ENSG00000103196
WBGene00004742,scl-1,CRISPLD1,ENSG00000121005
WBGene00004742,scl-1,PI15,ENSG00000137558
WBGene00004742,scl-1,CRISP2,ENSG00000124490
WBGene00004742,scl-1,CRISP1,ENSG00000124812
WBGene00004742,scl-1,CLEC18B,ENSG00000140839
WBGene00004742,scl-1,CLEC18A,ENSG00000157322
WBGene00004742,scl-1,CLEC18C,ENSG00000157335
WBGene00004742,scl-1,GLIPR1L2,ENSG00000180481
WBGene00004743,scm-1,SCAMP3,ENSG00000116521
WBGene00004743,scm-1,SCAMP1,ENSG00000085365
WBGene00004743,scm-1,SCAMP2,ENSG00000140497
WBGene00004743,scm-1,SCAMP3,ENSG00000263290
WBGene00004743,scm-1,SCAMP5,ENSG00000198794
WBGene00004743,scm-1,SCAMP4,ENSG00000227500
WBGene00004744,scp-1,SCAP,ENSG00000114650
WBGene00004749,sdn-1,SDC2,ENSG00000169439
WBGene00004749,sdn-1,SDC1,ENSG00000115884
WBGene00004749,sdn-1,SDC4,ENSG00000124145
WBGene00004749,sdn-1,SDC3,ENSG00000162512
WBGene00004752,sec-5,EXOC2,ENSG00000112685
WBGene00004753,sec-8,EXOC4,ENSG00000131558
WBGene00004754,sec-23,SEC23A,ENSG00000100934
WBGene00004754,sec-23,SEC23B,ENSG00000101310
WBGene00004755,sec-24.1,SEC24C,ENSG00000176986
WBGene00004755,sec-24.1,SEC24D,ENSG00000150961
WBGene00004756,sec-24.2,SEC24B,ENSG00000138802
WBGene00004756,sec-24.2,SEC24A,ENSG00000113615
WBGene00004758,sek-1,MAP2K6,ENSG00000108984
WBGene00004758,sek-1,MAP2K3,ENSG00000034152
WBGene00004758,sek-1,MAP2K4,ENSG00000065559
WBGene00004759,sel-1,SEL1L,ENSG00000071537
WBGene00004759,sel-1,SEL1L2,ENSG00000101251
WBGene00004759,sel-1,SEL1L3,ENSG00000091490
WBGene00004760,sel-2,NBEA,ENSG00000172915
WBGene00004760,sel-2,LRBA,ENSG00000198589
WBGene00004762,sel-5,AAK1,ENSG00000115977
WBGene00004762,sel-5,BMP2K,ENSG00000138756
WBGene00004766,sel-9,TMED2,ENSG00000086598
WBGene00004767,sel-10,FBXW7,ENSG00000109670
WBGene00004768,sel-11,SYVN1,ENSG00000162298
WBGene00004769,sel-12,PSEN2,ENSG00000143801
WBGene00004769,sel-12,PSEN1,ENSG00000080815
WBGene00004771,sem-2,SOX4,ENSG00000124766
WBGene00004771,sem-2,SOX17,ENSG00000164736
WBGene00004771,sem-2,SOX7,ENSG00000171056
WBGene00004771,sem-2,SOX18,ENSG00000203883
WBGene00004771,sem-2,SOX11,ENSG00000176887
WBGene00004771,sem-2,SOX12,ENSG00000177732
WBGene00004773,sem-4,SALL4,ENSG00000101115
WBGene00004773,sem-4,SALL1,ENSG00000103449
WBGene00004773,sem-4,SALL2,ENSG00000165821
WBGene00004773,sem-4,SALL3,ENSG00000256463
WBGene00004773,sem-4,SALL3,ENSG00000277015
WBGene00004773,sem-4,ZNF48,ENSG00000180035
WBGene00004774,sem-5,GRB2,ENSG00000177885
WBGene00004774,sem-5,GRAP,ENSG00000154016
WBGene00004774,sem-5,GRAPL,ENSG00000189152
WBGene00004775,sep-1,ESPL1,ENSG00000135476
WBGene00004776,ser-1,HTR2C,ENSG00000147246
WBGene00004776,ser-1,HTR2A,ENSG00000102468
WBGene00004776,ser-1,HTR2B,ENSG00000135914
WBGene00004777,ser-2,HTR1A,ENSG00000178394
WBGene00004777,ser-2,HTR1B,ENSG00000135312
WBGene00004777,ser-2,HTR1D,ENSG00000179546
WBGene00004779,ser-4,HTR1A,ENSG00000178394
WBGene00004779,ser-4,HTR1D,ENSG00000179546
WBGene00004779,ser-4,HTR1B,ENSG00000135312
WBGene00004779,ser-4,HTR1E,ENSG00000168830
WBGene00004779,ser-4,HTR1F,ENSG00000179097
WBGene00004779,ser-4,HTR5A,ENSG00000157219
WBGene00004780,ser-7,HTR7,ENSG00000148680
WBGene00004780,ser-7,ADRA1B,ENSG00000170214
WBGene00004781,set-1,KMT5A,ENSG00000183955
WBGene00004782,set-2,SETD1A,ENSG00000099381
WBGene00004782,set-2,SETD1B,ENSG00000139718
WBGene00004786,sex-1,RARB,ENSG00000077092
WBGene00004786,sex-1,PPARG,ENSG00000132170
WBGene00004786,sex-1,RARA,ENSG00000131759
WBGene00004786,sex-1,RARG,ENSG00000172819
WBGene00004786,sex-1,NR4A3,ENSG00000119508
WBGene00004786,sex-1,NR4A1,ENSG00000123358
WBGene00004786,sex-1,NR4A2,ENSG00000153234
WBGene00004786,sex-1,PPARD,ENSG00000112033
WBGene00004786,sex-1,PPARA,ENSG00000186951
WBGene00004787,sft-1,SURF1,ENSG00000148290
WBGene00004787,sft-1,SURF1,ENSG00000280627
WBGene00004788,sft-4,SURF4,ENSG00000148248
WBGene00004788,sft-4,SURF4,ENSG00000280951
WBGene00004789,sgk-1,SGK1,ENSG00000118515
WBGene00004789,sgk-1,SGK2,ENSG00000101049
WBGene00004789,sgk-1,SGK3,ENSG00000104205
WBGene00004789,sgk-1,AKT2,ENSG00000105221
WBGene00004789,sgk-1,AKT3,ENSG00000117020
WBGene00004789,sgk-1,AKT1,ENSG00000142208
WBGene00004789,sgk-1,RPS6KB1,ENSG00000108443
WBGene00004789,sgk-1,RPS6KB2,ENSG00000175634
WBGene00004789,sgk-1,C8orf44-SGK3,ENSG00000270024
WBGene00004790,sgn-1,SGCZ,ENSG00000185053
WBGene00004790,sgn-1,SGCD,ENSG00000170624
WBGene00004790,sgn-1,SGCG,ENSG00000102683
WBGene00004793,shw-3,KCNC1,ENSG00000129159
WBGene00004793,shw-3,KCNC2,ENSG00000166006
WBGene00004793,shw-3,KCNC4,ENSG00000116396
WBGene00004793,shw-3,KCNC3,ENSG00000131398
WBGene00004798,sip-1,CRYAA,ENSG00000160202
WBGene00004798,sip-1,HSPB6,ENSG00000004776
WBGene00004798,sip-1,HSPB1,ENSG00000106211
WBGene00004798,sip-1,CRYAB,ENSG00000109846
WBGene00004798,sip-1,HSPB8,ENSG00000152137
WBGene00004798,sip-1,HSPB3,ENSG00000169271
WBGene00004798,sip-1,HSPB2,ENSG00000170276
WBGene00004798,sip-1,HSPB2-C11orf52,ENSG00000254445
WBGene00004800,sir-2.1,SIRT1,ENSG00000096717
WBGene00004801,sir-2.2,SIRT4,ENSG00000089163
WBGene00004802,sir-2.3,SIRT4,ENSG00000089163
WBGene00004803,sir-2.4,SIRT6,ENSG00000077463
WBGene00004806,skp-1,SNW1,ENSG00000100603
WBGene00004807,skr-1,SKP1,ENSG00000113558
WBGene00004808,skr-2,SKP1,ENSG00000113558
WBGene00004829,sli-1,CBL,ENSG00000110395
WBGene00004829,sli-1,CBLB,ENSG00000114423
WBGene00004829,sli-1,CBLC,ENSG00000142273
WBGene00004830,slo-1,KCNMA1,ENSG00000156113
WBGene00004830,slo-1,KCNU1,ENSG00000215262
WBGene00004831,slo-2,KCNT1,ENSG00000107147
WBGene00004831,slo-2,KCNT2,ENSG00000162687
WBGene00004854,slt-1,SLIT2,ENSG00000145147
WBGene00004854,slt-1,SLIT3,ENSG00000184347
WBGene00004854,slt-1,SLIT1,ENSG00000187122
WBGene00004855,sma-1,SPTBN5,ENSG00000137877
WBGene00004855,sma-1,SPTAN1,ENSG00000197694
WBGene00004855,sma-1,SPTB,ENSG00000070182
WBGene00004855,sma-1,SPTBN1,ENSG00000115306
WBGene00004855,sma-1,SPTBN4,ENSG00000160460
WBGene00004855,sma-1,SPTBN2,ENSG00000173898
WBGene00004855,sma-1,SPTA1,ENSG00000163554
WBGene00004856,sma-2,SMAD9,ENSG00000120693
WBGene00004856,sma-2,SMAD5,ENSG00000113658
WBGene00004856,sma-2,SMAD1,ENSG00000170365
WBGene00004856,sma-2,SMAD3,ENSG00000166949
WBGene00004856,sma-2,SMAD2,ENSG00000175387
WBGene00004857,sma-3,SMAD5,ENSG00000113658
WBGene00004857,sma-3,SMAD9,ENSG00000120693
WBGene00004857,sma-3,SMAD1,ENSG00000170365
WBGene00004857,sma-3,SMAD2,ENSG00000175387
